candidate,age_band,age_sort,rows,actual_dead_rate,predicted_dead_rate,weighted_f1,dead_class_f1,accuracy,dead_precision,dead_recall,true_positive,false_positive,true_negative,false_negative,false_positive_rate,false_negative_rate,error_rate,mean_probability,roc_auc,brier_score
nested_pseudo95_proxy,80-84 years,80,2943,0.8827726809378186,0.8950050968399592,0.9032636921072238,0.9468654434250765,0.9055385660890248,0.9403948367501899,0.9534257120862202,2477,157,188,121,0.45507246376811594,0.04657428791377983,0.0944614339109752,0.8891950972234243,0.9117515145429596,0.06513901958161195
nested_pseudo95_proxy,85-89 years,85,1823,0.9325287986834887,0.9539221064179924,0.9373033857460934,0.9694678685664437,0.9424026330224904,0.9585968947671075,0.9805882352941176,1667,72,51,33,0.5853658536585366,0.019411764705882354,0.0575973669775096,0.9385530569552585,0.9152271640363463,0.04254804911694378
nested_pseudo95_proxy,90+ years,90,957,0.96760710553814,0.9791013584117032,0.9642093853713535,0.9833601717659689,0.96760710553814,0.9775880469583778,0.9892008639308856,916,21,10,10,0.6774193548387096,0.01079913606911447,0.03239289446185998,0.9690646658811483,0.9198425416289279,0.024519059374317722
pseudo90_nn20_stress_screen,01-04 years,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,3,0,0.0,,0.0,0.1116783302308561,,0.013440700051886452
pseudo90_nn20_stress_screen,05-09 years,5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,,0.0,0.2939168795346392,,0.0863871320753796
pseudo90_nn20_stress_screen,10-14 years,10,2,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0,0,1,1,0.0,1.0,0.5,0.10333700121781038,1.0,0.3550071442166238
pseudo90_nn20_stress_screen,15-19 years,15,3,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,2,,0.6666666666666666,0.6666666666666666,0.645445208099236,,0.17661356374787815
pseudo90_nn20_stress_screen,20-24 years,20,10,0.4,0.6,0.6,0.6,0.6,0.5,0.75,3,3,3,1,0.5,0.25,0.4,0.5038766702552645,0.8333333333333333,0.2382684952141585
pseudo90_nn20_stress_screen,25-29 years,25,17,0.5882352941176471,0.5294117647058824,0.8247678018575851,0.8421052631578947,0.8235294117647058,0.8888888888888888,0.8,8,1,6,2,0.14285714285714285,0.2,0.17647058823529413,0.5330641424601248,0.9142857142857143,0.11816031218779978
pseudo90_nn20_stress_screen,30-34 years,30,27,0.5185185185185185,0.48148148148148145,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8461538461538461,0.7857142857142857,11,2,11,3,0.15384615384615385,0.21428571428571427,0.18518518518518517,0.5373747705045281,0.9395604395604396,0.09269494319225006
pseudo90_nn20_stress_screen,35-39 years,35,69,0.6376811594202898,0.6811594202898551,0.7203884613690349,0.7912087912087912,0.7246376811594203,0.7659574468085106,0.8181818181818182,36,11,14,8,0.44,0.18181818181818182,0.2753623188405797,0.6863532161838073,0.7972727272727272,0.1728049923831681
pseudo90_nn20_stress_screen,40-44 years,40,158,0.6962025316455697,0.7151898734177216,0.8658388982782392,0.905829596412556,0.8670886075949367,0.8938053097345132,0.9181818181818182,101,12,36,9,0.25,0.08181818181818182,0.13291139240506328,0.7043652633745882,0.915719696969697,0.09907264176644388
pseudo90_nn20_stress_screen,45-49 years,45,341,0.7302052785923754,0.750733137829912,0.8306977444600666,0.8871287128712871,0.8328445747800587,0.875,0.8995983935742972,224,32,60,25,0.34782608695652173,0.10040160642570281,0.16715542521994134,0.7413989833699954,0.9016937314475293,0.10974037634628209
pseudo90_nn20_stress_screen,50-54 years,50,789,0.7693282636248415,0.7946768060836502,0.8524839942599609,0.9076175040518638,0.8555133079847909,0.8931419457735247,0.9225700164744646,560,67,115,47,0.36813186813186816,0.07742998352553541,0.1444866920152091,0.7815039962756476,0.8874667342542136,0.09971564845943273
pseudo90_nn20_stress_screen,55-59 years,55,1821,0.7924217462932455,0.8215266337177375,0.8322253494547374,0.8989452194624021,0.8369028006589786,0.8830213903743316,0.9154539154539154,1321,175,203,122,0.46296296296296297,0.08454608454608455,0.1630971993410214,0.8047734688407455,0.8585545252211919,0.11241845673528615
pseudo90_nn20_stress_screen,60-64 years,60,2925,0.8027350427350427,0.8109401709401709,0.8593861691530809,0.9135593220338983,0.8605128205128205,0.9089376053962901,0.9182282793867121,2156,216,361,192,0.37435008665511266,0.0817717206132879,0.13948717948717948,0.8084767554728534,0.884546455702556,0.09734931611358237
pseudo90_nn20_stress_screen,65-69 years,65,3851,0.7987535705011686,0.8062840820566086,0.850661139942625,0.9076201261931727,0.8517268242015061,0.9033816425120773,0.9118985695708712,2805,300,475,271,0.3870967741935484,0.08810143042912874,0.1482731757984939,0.8042196638831611,0.8778530978648432,0.10194036509387516
