seed,metric_schema_version,candidate,metric,raw_value,calibrated_value,calibrated_minus_raw,improved
20260829,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.29356895400421246,0.00276887497532069,False
20260829,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8854901407098985,-0.0016556483286084278,False
20260829,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.0021240131141546997,-0.008239702241401445,True
20260829,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.0024985467963304746,-0.013063127515766633,True
20260829,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.004339481501728248,-0.038250176338901154,True
20260829,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8695344048985839,-0.0008488327592806044,False
20260829,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9235323383084577,-0.0004975124378109319,False
20260829,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08359600359787901,3.099183842057707e-05,False
20260829,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.2737809812677911,0.00011270961789688894,False
20260829,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013447417119458,-0.00014912591542648457,False
20260829,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.00422299037690471,0.0008417383426941017,False
20260829,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.004981795637787415,0.0008217022365339657,False
20260829,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.010005702688167334,-0.00010504460690238804,True
20260829,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8781076157673172,-0.00033953310371226397,False
20260829,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9285572139303483,-0.00019900497512437276,False
20260830,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.08867073932614562,-3.335134748347346e-05,True
20260830,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.29348548629959403,0.002685407270702267,False
20260830,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8856467167690368,-0.001499072269470103,False
20260830,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.002522683582098295,-0.00784103177345785,True
20260830,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.003003932656700227,-0.01255774165539688,True
20260830,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.005525590486112897,-0.037064067354516506,True
20260830,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8691948717948716,-0.0011883658629928684,False
20260830,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9233333333333333,-0.0006965174129353047,False
20260830,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08359031881368498,2.5307054226542114e-05,False
20260830,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.2737702880214419,0.00010201637154766408,False
20260830,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013542281872589,-0.0001396394401134149,False
20260830,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.004547464186387482,0.0011662121521768738,False
20260830,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.005197325764397458,0.0010372323631440087,False
20260830,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.010000056467049684,-0.00011069082802003805,True
20260830,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8777680826636052,-0.0006790662074243059,False
20260830,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9283582089552239,-0.0003980099502487455,False
20260831,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.08875400572404044,4.991505041133937e-05,False
20260831,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.2936782230821789,0.002878144053287124,False
20260831,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8856448588471534,-0.0015009301913535555,False
20260831,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.0035180264458333555,-0.006845688909722789,True
20260831,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.004642122562417502,-0.010919551749679606,True
20260831,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.010685188241992383,-0.03190446959863702,True
