dimension,slice,candidate,outer_fold,rows,actual_dead_rate,fold_global_policy_predicted_dead_rate,fold_global_policy_dead_class_f1,fold_global_policy_weighted_f1,fold_within_slice_predicted_dead_rate,fold_within_slice_dead_class_f1,fold_within_slice_weighted_f1
age_recode,90+ years,nested_pseudo90,1,202,0.9752475247524752,0.9851485148514851,0.9848484848484849,0.9666591659165917,0.8465346534653465,0.9239130434782609,0.9065444587937054
age_recode,90+ years,nested_pseudo90,2,195,0.9538461538461539,0.9743589743589743,0.9840425531914894,0.9649988309562778,0.8461538461538461,0.9287749287749287,0.9024764409379794
age_recode,90+ years,nested_pseudo90,3,202,0.9900990099009901,0.9900990099009901,0.99,0.9801980198019802,0.8465346534653465,0.921832884097035,0.9139059458506498
age_recode,90+ years,nested_pseudo90,4,173,0.9653179190751445,0.9710982658959537,0.9850746268656716,0.9698276876259794,0.8439306358381503,0.9329073482428115,0.9131638458865186
age_recode,90+ years,nested_pseudo90,5,185,0.9513513513513514,0.972972972972973,0.9662921348314607,0.9262331352218992,0.8432432432432433,0.927710843373494,0.9005021508509145
age_recode,90+ years,nested_pseudo90_nn20,1,202,0.9752475247524752,0.9851485148514851,0.9848484848484849,0.9666591659165917,0.8465346534653465,0.9239130434782609,0.9065444587937054
age_recode,90+ years,nested_pseudo90_nn20,2,195,0.9538461538461539,0.9794871794871794,0.9814323607427056,0.9574372577025098,0.8461538461538461,0.9287749287749287,0.9024764409379794
age_recode,90+ years,nested_pseudo90_nn20,3,202,0.9900990099009901,1.0,0.9950248756218906,0.9851731441800897,0.8465346534653465,0.921832884097035,0.9139059458506498
age_recode,90+ years,nested_pseudo90_nn20,4,173,0.9653179190751445,0.9710982658959537,0.9850746268656716,0.9698276876259794,0.8439306358381503,0.9329073482428115,0.9131638458865186
age_recode,90+ years,nested_pseudo90_nn20,5,185,0.9513513513513514,0.9837837837837838,0.9720670391061452,0.9328853993658462,0.8432432432432433,0.927710843373494,0.9005021508509145
derived_eod_composite_stage,EOD not applicable (88),frozen_tree,1,146,0.7328767123287672,0.773972602739726,0.9090909090909091,0.8591739310917393,0.8424657534246576,0.9043478260869565,0.8351130665334588
derived_eod_composite_stage,EOD not applicable (88),frozen_tree,2,145,0.8206896551724138,0.7655172413793103,0.8869565217391304,0.8295252373813093,0.8482758620689655,0.9173553719008265,0.857461764985276
derived_eod_composite_stage,EOD not applicable (88),frozen_tree,3,151,0.8013245033112583,0.7350993377483444,0.8793103448275862,0.8238182233386617,0.847682119205298,0.891566265060241,0.8118973457242691
derived_eod_composite_stage,EOD not applicable (88),frozen_tree,4,148,0.7094594594594594,0.831081081081081,0.8508771929824561,0.7489331436699858,0.8445945945945946,0.8608695652173913,0.76042445607663
derived_eod_composite_stage,EOD not applicable (88),frozen_tree,5,164,0.7621951219512195,0.823170731707317,0.8846153846153846,0.8071404922194017,0.8475609756097561,0.8863636363636364,0.8019158813747229
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90,1,146,0.7328767123287672,0.7671232876712328,0.8858447488584474,0.8248576968787139,0.8424657534246576,0.8956521739130435,0.8201233453092279
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90,2,145,0.8206896551724138,0.7793103448275862,0.896551724137931,0.8409036860879905,0.8482758620689655,0.9173553719008265,0.857461764985276
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90,3,151,0.8013245033112583,0.7284768211920529,0.8658008658008658,0.8057173060437681,0.847682119205298,0.8835341365461847,0.7979638157779186
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90,4,148,0.7094594594594594,0.8581081081081081,0.853448275862069,0.7416778308480895,0.8445945945945946,0.8521739130434782,0.7454509845814193
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90,5,164,0.7621951219512195,0.8109756097560976,0.8604651162790697,0.7713475407179321,0.8475609756097561,0.8712121212121212,0.7755046655580192
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90_nn20,1,146,0.7328767123287672,0.7808219178082192,0.8868778280542986,0.82303789887406,0.8424657534246576,0.9043478260869565,0.8351130665334588
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90_nn20,2,145,0.8206896551724138,0.7931034482758621,0.8974358974358975,0.8389794113932045,0.8482758620689655,0.9090909090909091,0.8432079414838034
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90_nn20,3,151,0.8013245033112583,0.7417218543046358,0.8669527896995708,0.80412600453035,0.847682119205298,0.8835341365461847,0.7979638157779186
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90_nn20,4,148,0.7094594594594594,0.8581081081081081,0.8620689655172413,0.7568732525629077,0.8445945945945946,0.8608695652173913,0.76042445607663
derived_eod_composite_stage,EOD not applicable (88),nested_pseudo90_nn20,5,164,0.7621951219512195,0.8109756097560976,0.8604651162790697,0.7713475407179321,0.8475609756097561,0.8712121212121212,0.7755046655580192
derived_eod_composite_stage,EOD unavailable (all blank),frozen_tree,1,2396,0.9181969949916527,0.9394824707846411,0.9593349809031678,0.9192411383018086,0.8451585976627712,0.9353846153846154,0.9012837159748679
derived_eod_composite_stage,EOD unavailable (all blank),frozen_tree,2,2386,0.914501257334451,0.9358759430008382,0.9603624009060022,0.9218402174253548,0.8449287510477788,0.9304430681276799,0.8928959644468889
derived_eod_composite_stage,EOD unavailable (all blank),frozen_tree,3,2365,0.9124735729386892,0.9395348837209302,0.95662100456621,0.9129034669270412,0.8448202959830867,0.9268527430221367,0.8868996014464546
derived_eod_composite_stage,EOD unavailable (all blank),frozen_tree,4,2396,0.9169449081803005,0.9411519198664441,0.9550763701707098,0.9099515700065266,0.8451585976627712,0.9232591189009948,0.8824225771084312
derived_eod_composite_stage,EOD unavailable (all blank),frozen_tree,5,2444,0.911620294599018,0.9435351882160393,0.9563299514777238,0.9107567809207588,0.8449263502454992,0.9284882366643373,0.8892074680001413
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90,1,2396,0.9181969949916527,0.9373956594323873,0.9581646423751687,0.9176118745307431,0.8451585976627712,0.9325443786982248,0.8969445386550816
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90,2,2386,0.914501257334451,0.9354568315171836,0.9596737652922519,0.9206110596269608,0.8449287510477788,0.9313959028108623,0.8943631430161095
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90,3,2365,0.9124735729386892,0.9395348837209302,0.9557077625570777,0.9110698557044529,0.8448202959830867,0.9258902791145333,0.8854114383075921
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90,4,2396,0.9169449081803005,0.9403171953255426,0.952808988764045,0.9057297019442682,0.8451585976627712,0.9251539554713406,0.8853257233526676
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90,5,2444,0.911620294599018,0.94189852700491,0.9554083885209713,0.909481503540367,0.8449263502454992,0.9266247379454927,0.88632036618907
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90_nn20,1,2396,0.9181969949916527,0.9390651085141903,0.9595505617977528,0.9198052342313081,0.8451585976627712,0.9339644970414201,0.899114127314975
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90_nn20,2,2386,0.914501257334451,0.9346186085498742,0.9592021758839528,0.9199409672165907,0.8449287510477788,0.9304430681276799,0.8928959644468889
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90_nn20,3,2365,0.9124735729386892,0.9357293868921776,0.9544726607183711,0.9099400715601333,0.8448202959830867,0.9263715110683349,0.8861555198770232
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90_nn20,4,2396,0.9169449081803005,0.9407345575959933,0.9534935969445069,0.9069385834627787,0.8451585976627712,0.9246802463287541,0.8845999367916085
derived_eod_composite_stage,EOD unavailable (all blank),nested_pseudo90_nn20,5,2444,0.911620294599018,0.943126022913257,0.9543348775645268,0.9068366658916195,0.8449263502454992,0.927556487304915,0.8877639170946056
derived_eod_composite_stage,M0 N0 T0-2 localized,frozen_tree,1,511,0.3972602739726027,0.30528375733855184,0.6072423398328691,0.715788517695956,0.8454011741682974,0.6330708661417322,0.49134382254464126
derived_eod_composite_stage,M0 N0 T0-2 localized,frozen_tree,2,518,0.42857142857142855,0.3436293436293436,0.695,0.7596720575022461,0.8455598455598455,0.6636363636363637,0.5184581376070738
derived_eod_composite_stage,M0 N0 T0-2 localized,frozen_tree,3,527,0.44212523719165087,0.33586337760910817,0.697560975609756,0.7588671948100555,0.8444022770398482,0.6814159292035398,0.5386646954139434
derived_eod_composite_stage,M0 N0 T0-2 localized,frozen_tree,4,512,0.400390625,0.314453125,0.6557377049180327,0.747341788018835,0.845703125,0.6394984326018809,0.4983783545771273
derived_eod_composite_stage,M0 N0 T0-2 localized,frozen_tree,5,498,0.43172690763052207,0.2751004016064257,0.6420454545454546,0.7342775251202438,0.8453815261044176,0.6572327044025157,0.5078972072777482
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90,1,511,0.3972602739726027,0.3268101761252446,0.6270270270270271,0.7242589088794652,0.8454011741682974,0.6362204724409449,0.49570996999061
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90,2,518,0.42857142857142855,0.3552123552123552,0.6995073891625616,0.7605598561263586,0.8455598455598455,0.6636363636363637,0.5184581376070738
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90,3,527,0.44212523719165087,0.33396584440227706,0.6894865525672371,0.752869060066685,0.8444022770398482,0.6814159292035398,0.5386646954139434
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90,4,512,0.400390625,0.326171875,0.6612903225806451,0.7485083891994855,0.845703125,0.6394984326018809,0.4983783545771273
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90,5,498,0.43172690763052207,0.2971887550200803,0.650137741046832,0.7349413320510116,0.8453815261044176,0.660377358490566,0.5124119117981359
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90_nn20,1,511,0.3972602739726027,0.3150684931506849,0.6153846153846154,0.7189650920341681,0.8454011741682974,0.6362204724409449,0.49570996999061
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90_nn20,2,518,0.42857142857142855,0.3552123552123552,0.6995073891625616,0.7605598561263586,0.8455598455598455,0.6666666666666666,0.5227963525835867
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90_nn20,3,527,0.44212523719165087,0.33586337760910817,0.697560975609756,0.7588671948100555,0.8444022770398482,0.6814159292035398,0.5386646954139434
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90_nn20,4,512,0.400390625,0.326171875,0.6559139784946236,0.7445164588693186,0.845703125,0.6363636363636364,0.4940164272256241
derived_eod_composite_stage,M0 N0 T0-2 localized,nested_pseudo90_nn20,5,498,0.43172690763052207,0.2931726907630522,0.6481994459833795,0.7344636162378044,0.8453815261044176,0.6635220125786163,0.5169266163185235
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,frozen_tree,1,140,0.6928571428571428,0.6357142857142857,0.8064516129032258,0.7482694381802137,0.8428571428571429,0.8651162790697674,0.7695118834653718
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,frozen_tree,2,107,0.5607476635514018,0.5700934579439252,0.8099173553719008,0.7847793028816407,0.8411214953271028,0.7733333333333333,0.6395443925233646
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,frozen_tree,3,135,0.7185185185185186,0.7111111111111111,0.8497409326424871,0.7860235715157995,0.8444444444444444,0.8625592417061612,0.7628909655096497
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,frozen_tree,4,116,0.6551724137931034,0.6293103448275862,0.8590604026845637,0.8204147299682415,0.8448275862068966,0.8620689655172413,0.7669441141498216
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,frozen_tree,5,113,0.6548672566371682,0.6283185840707964,0.8137931034482758,0.7630149527006408,0.8407079646017699,0.8284023668639053,0.7120324768563815
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90,1,140,0.6928571428571428,0.65,0.8085106382978723,0.7471388925597992,0.8428571428571429,0.8558139534883721,0.7536161512905699
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90,2,107,0.5607476635514018,0.5607476635514018,0.8,0.7757009345794392,0.8411214953271028,0.76,0.618341121495327
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90,3,135,0.7185185185185186,0.6888888888888889,0.8105263157894737,0.7371929824561404,0.8444444444444444,0.8720379146919431,0.7792433127158808
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90,4,116,0.6551724137931034,0.6551724137931034,0.8289473684210527,0.7758620689655172,0.8448275862068966,0.8620689655172413,0.7669441141498216
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90,5,113,0.6548672566371682,0.6637168141592921,0.8053691275167785,0.7425575552914152,0.8407079646017699,0.8284023668639053,0.7120324768563815
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90_nn20,1,140,0.6928571428571428,0.6285714285714286,0.8108108108108109,0.7557610241820768,0.8428571428571429,0.8558139534883721,0.7536161512905699
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90_nn20,2,107,0.5607476635514018,0.5700934579439252,0.7933884297520661,0.7660644596539572,0.8411214953271028,0.76,0.618341121495327
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90_nn20,3,135,0.7185185185185186,0.6814814814814815,0.8253968253968254,0.7598667450519302,0.8444444444444444,0.8720379146919431,0.7792433127158808
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90_nn20,4,116,0.6551724137931034,0.6551724137931034,0.8289473684210527,0.7758620689655172,0.8448275862068966,0.8620689655172413,0.7669441141498216
derived_eod_composite_stage,M0 N0 T3-4 locally advanced,nested_pseudo90_nn20,5,113,0.6548672566371682,0.6637168141592921,0.8187919463087249,0.760312206650628,0.8407079646017699,0.8284023668639053,0.7120324768563815
derived_eod_composite_stage,M0 N1-3 node-positive,frozen_tree,1,347,0.729106628242075,0.7492795389048992,0.8576998050682261,0.7869926468942838,0.8443804034582133,0.8864468864468864,0.803725313811769
derived_eod_composite_stage,M0 N1-3 node-positive,frozen_tree,2,383,0.720626631853786,0.7362924281984334,0.8602150537634409,0.7945022319548556,0.8459530026109661,0.87,0.7750467142722325
derived_eod_composite_stage,M0 N1-3 node-positive,frozen_tree,3,388,0.7345360824742269,0.729381443298969,0.852112676056338,0.7841648423451094,0.845360824742268,0.8776508972267537,0.7879841950330284
derived_eod_composite_stage,M0 N1-3 node-positive,frozen_tree,4,361,0.7368421052631579,0.7174515235457064,0.8571428571428571,0.7945498263425059,0.8448753462603878,0.8861646234676007,0.8028414130395637
derived_eod_composite_stage,M0 N1-3 node-positive,frozen_tree,5,350,0.6942857142857143,0.7142857142857143,0.8438133874239351,0.7778420593624756,0.8457142857142858,0.8682745825602969,0.7737268233097869
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90,1,347,0.729106628242075,0.7550432276657061,0.8737864077669902,0.8096077318523286,0.8443804034582133,0.8864468864468864,0.803725313811769
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90,2,383,0.720626631853786,0.741514360313316,0.8571428571428571,0.7885588264051596,0.8459530026109661,0.8666666666666667,0.7692786813048539
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90,3,388,0.7345360824742269,0.75,0.8576388888888888,0.7865904209621992,0.845360824742268,0.8743882544861338,0.782330440233909
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90,4,361,0.7368421052631579,0.7063711911357341,0.8637236084452975,0.8066295454739636,0.8448753462603878,0.8791593695271454,0.7907085769189214
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90,5,350,0.6942857142857143,0.7228571428571429,0.842741935483871,0.7739272160477094,0.8457142857142858,0.8645640074211502,0.7673529310086542
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90_nn20,1,347,0.729106628242075,0.760806916426513,0.8704061895551257,0.8029707350244727,0.8443804034582133,0.8864468864468864,0.803725313811769
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90_nn20,2,383,0.720626631853786,0.741514360313316,0.8535714285714285,0.7832727970652886,0.8459530026109661,0.86,0.7577426153700966
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90_nn20,3,388,0.7345360824742269,0.7474226804123711,0.8626086956521739,0.7947445649386415,0.845360824742268,0.8711256117455138,0.7766766854347898
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90_nn20,4,361,0.7368421052631579,0.7091412742382271,0.8697318007662835,0.8145392216172616,0.8448753462603878,0.8791593695271454,0.7907085769189214
derived_eod_composite_stage,M0 N1-3 node-positive,nested_pseudo90_nn20,5,350,0.6942857142857143,0.72,0.8404040404040404,0.7713829585049098,0.8457142857142858,0.8645640074211502,0.7673529310086542
derived_eod_composite_stage,M0 indeterminate T/N,frozen_tree,1,196,0.9081632653061225,0.9540816326530612,0.958904109589041,0.9116578138104556,0.8469387755102041,0.9302325581395349,0.8907214048410063
derived_eod_composite_stage,M0 indeterminate T/N,frozen_tree,2,191,0.8795811518324608,0.9214659685863874,0.9476744186046512,0.8969348978192468,0.8429319371727748,0.9483282674772037,0.9159256044272469
derived_eod_composite_stage,M0 indeterminate T/N,frozen_tree,3,182,0.9120879120879121,0.9395604395604396,0.9614243323442137,0.9224875575023944,0.8461538461538461,0.93125,0.8933379120879121
derived_eod_composite_stage,M0 indeterminate T/N,frozen_tree,4,184,0.8913043478260869,0.9130434782608695,0.9457831325301205,0.897328444211629,0.842391304347826,0.9341692789968652,0.8947409412177028
derived_eod_composite_stage,M0 indeterminate T/N,frozen_tree,5,179,0.8770949720670391,0.9441340782122905,0.9447852760736196,0.8824373650478116,0.8435754189944135,0.9090909090909091,0.8514372778059929
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90,1,196,0.9081632653061225,0.9285714285714286,0.9611111111111111,0.9245039682539683,0.8469387755102041,0.936046511627907,0.899827954437589
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90,2,191,0.8795811518324608,0.900523560209424,0.9529411764705882,0.9127340988751522,0.8429319371727748,0.9422492401215805,0.9060344990657466
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90,3,182,0.9120879120879121,0.9395604395604396,0.9614243323442137,0.9224875575023944,0.8461538461538461,0.9375,0.9030344655344655
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90,4,184,0.8913043478260869,0.8967391304347826,0.9422492401215805,0.8955722045453774,0.842391304347826,0.9216300940438872,0.8746915966877414
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90,5,179,0.8770949720670391,0.9217877094972067,0.9440993788819876,0.8895173323154864,0.8435754189944135,0.9155844155844156,0.8620489008198506
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90_nn20,1,196,0.9081632653061225,0.9336734693877551,0.96398891966759,0.9287838806329431,0.8469387755102041,0.936046511627907,0.899827954437589
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90_nn20,2,191,0.8795811518324608,0.8952879581151832,0.9557522123893806,0.9190739050652484,0.8429319371727748,0.9422492401215805,0.9060344990657466
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90_nn20,3,182,0.9120879120879121,0.9395604395604396,0.9614243323442137,0.9224875575023944,0.8461538461538461,0.9375,0.9030344655344655
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90_nn20,4,184,0.8913043478260869,0.9021739130434783,0.9454545454545454,0.8998959850218431,0.842391304347826,0.9216300940438872,0.8746915966877414
derived_eod_composite_stage,M0 indeterminate T/N,nested_pseudo90_nn20,5,179,0.8770949720670391,0.9217877094972067,0.937888198757764,0.8772414803505404,0.8435754189944135,0.9090909090909091,0.8514372778059929
derived_eod_composite_stage,M1 distant/metastatic,frozen_tree,1,1064,0.8890977443609023,0.9398496240601504,0.9403905447070915,0.8763164136128923,0.8449248120300752,0.9149051490514906,0.8628170803347822
derived_eod_composite_stage,M1 distant/metastatic,frozen_tree,2,1070,0.8943925233644859,0.9485981308411215,0.9411764705882353,0.8744692269431137,0.8448598130841122,0.9145620634067706,0.8634000422597325
derived_eod_composite_stage,M1 distant/metastatic,frozen_tree,3,1052,0.8783269961977186,0.9467680608365019,0.9395833333333333,0.8702275169449496,0.8450570342205324,0.9145063430777717,0.8600999684845869
derived_eod_composite_stage,M1 distant/metastatic,frozen_tree,4,1083,0.8965835641735919,0.9390581717451524,0.9456740442655935,0.8885451900296547,0.8448753462603878,0.9247083775185578,0.8800478620226405
derived_eod_composite_stage,M1 distant/metastatic,frozen_tree,5,1052,0.8954372623574145,0.9391634980988594,0.9419689119170984,0.8807320506889328,0.8450570342205324,0.9131622064445658,0.8613430270008051
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90,1,1064,0.8890977443609023,0.9360902255639098,0.94129763130793,0.8798355061768237,0.8449248120300752,0.9105691056910569,0.8558268678677647
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90,2,1070,0.8943925233644859,0.9448598130841122,0.9380081300813008,0.8696473062589787,0.8448598130841122,0.9102632993014508,0.8565270884111656
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90,3,1052,0.8783269961977186,0.9439163498098859,0.9337506520605112,0.8591778718825951,0.8450570342205324,0.9111969111969112,0.8546844833936676
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90,4,1083,0.8965835641735919,0.9353647276084949,0.9445564516129032,0.8877857865409245,0.8448753462603878,0.926829268292683,0.8834267954867915
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90,5,1052,0.8954372623574145,0.9315589353612167,0.9438085327783559,0.8876358484814506,0.8450570342205324,0.9142545057345712,0.8630871398687194
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90_nn20,1,1064,0.8890977443609023,0.9360902255639098,0.9402677651905252,0.877727357162382,0.8449248120300752,0.9116531165311653,0.8575744209845191
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90_nn20,2,1070,0.8943925233644859,0.9448598130841122,0.9400406504065041,0.8739211650701597,0.8448598130841122,0.9059645351961311,0.8496541345625986
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90_nn20,3,1052,0.8783269961977186,0.9515209125475285,0.9392207792207792,0.86708668776685,0.8450570342205324,0.912300055157198,0.8564896450906408
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90_nn20,4,1083,0.8965835641735919,0.9325946445060018,0.9459868753154972,0.8917588897072662,0.8448753462603878,0.9236479321314952,0.8783583952905649
derived_eod_composite_stage,M1 distant/metastatic,nested_pseudo90_nn20,5,1052,0.8954372623574145,0.9315589353612167,0.9438085327783559,0.8876358484814506,0.8450570342205324,0.9164391043145822,0.8665753656045483
histologic_type_icdo3,8000,frozen_tree,1,469,0.976545842217484,0.9808102345415778,0.9869281045751634,0.9731622002034644,0.8443496801705757,0.9250585480093677,0.9089464021478422
histologic_type_icdo3,8000,frozen_tree,2,455,0.9472527472527472,0.9802197802197802,0.976054732041049,0.9437513455757469,0.843956043956044,0.9349693251533743,0.9089720999052611
histologic_type_icdo3,8000,frozen_tree,3,444,0.9662162162162162,0.9864864864864865,0.9873125720876585,0.9700449337127538,0.8445945945945946,0.9303482587064676,0.9101788355519698
histologic_type_icdo3,8000,frozen_tree,4,472,0.961864406779661,0.9703389830508474,0.9802631578947368,0.9595645628902765,0.8453389830508474,0.9237983587338804,0.8994646440848282
histologic_type_icdo3,8000,frozen_tree,5,490,0.9571428571428572,0.9816326530612245,0.9831578947368421,0.9610225563909776,0.8448979591836735,0.9173272933182333,0.8886170956222678
histologic_type_icdo3,8000,nested_pseudo90,1,469,0.976545842217484,0.9808102345415778,0.9825708061002179,0.9642162669379526,0.8443496801705757,0.9250585480093677,0.9089464021478422
histologic_type_icdo3,8000,nested_pseudo90,2,455,0.9472527472527472,0.9802197802197802,0.976054732041049,0.9437513455757469,0.843956043956044,0.9325153374233128,0.9055370848073463
histologic_type_icdo3,8000,nested_pseudo90,3,444,0.9662162162162162,0.9797297297297297,0.9837962962962963,0.9646365115115114,0.8445945945945946,0.927860696517413,0.9069709368216832
histologic_type_icdo3,8000,nested_pseudo90,4,472,0.961864406779661,0.9639830508474576,0.9790979097909791,0.9591928442238897,0.8453389830508474,0.9261430246189918,0.9025580396514488
histologic_type_icdo3,8000,nested_pseudo90,5,490,0.9571428571428572,0.9816326530612245,0.9831578947368421,0.9610225563909776,0.8448979591836735,0.9173272933182333,0.8886170956222678
histologic_type_icdo3,8000,nested_pseudo90_nn20,1,469,0.976545842217484,0.9786780383795309,0.9836423118865867,0.9672729978399016,0.8443496801705757,0.9250585480093677,0.9089464021478422
histologic_type_icdo3,8000,nested_pseudo90_nn20,2,455,0.9472527472527472,0.9758241758241758,0.9782857142857143,0.9507968602825747,0.843956043956044,0.9349693251533743,0.9089720999052611
histologic_type_icdo3,8000,nested_pseudo90_nn20,3,444,0.9662162162162162,0.9774774774774775,0.984936268829664,0.967877611098932,0.8445945945945946,0.927860696517413,0.9069709368216832
histologic_type_icdo3,8000,nested_pseudo90_nn20,4,472,0.961864406779661,0.9661016949152542,0.9802197802197802,0.9607846789302423,0.8453389830508474,0.9261430246189918,0.9025580396514488
histologic_type_icdo3,8000,nested_pseudo90_nn20,5,490,0.9571428571428572,0.9816326530612245,0.9831578947368421,0.9610225563909776,0.8448979591836735,0.9173272933182333,0.8886170956222678
histologic_type_icdo3,8010,frozen_tree,1,198,0.9090909090909091,0.9646464646464646,0.9595687331536388,0.9086988483214898,0.8434343434343434,0.9394812680115274,0.9060219319585314
histologic_type_icdo3,8010,frozen_tree,2,193,0.9326424870466321,0.9689119170984456,0.9700272479564033,0.9330496831226888,0.844559585492228,0.9154518950437318,0.8757196852197234
histologic_type_icdo3,8010,frozen_tree,3,202,0.9257425742574258,0.9554455445544554,0.968421052631579,0.9336373110995311,0.8465346534653465,0.9273743016759777,0.8907957106130823
histologic_type_icdo3,8010,frozen_tree,4,188,0.9680851063829787,0.9893617021276596,0.9836956521739131,0.9602798334875117,0.8457446808510638,0.9208211143695014,0.8987280392908396
histologic_type_icdo3,8010,frozen_tree,5,182,0.9340659340659341,0.9560439560439561,0.9709302325581395,0.9398798875543061,0.8461538461538461,0.9320987654320988,0.9003120336453669
histologic_type_icdo3,8010,nested_pseudo90,1,198,0.9090909090909091,0.9545454545454546,0.959349593495935,0.912540034491254,0.8434343434343434,0.9337175792507204,0.8970716397641056
histologic_type_icdo3,8010,nested_pseudo90,2,193,0.9326424870466321,0.9637305699481865,0.9672131147540983,0.9290070500297289,0.844559585492228,0.9271137026239067,0.8928617976032098
histologic_type_icdo3,8010,nested_pseudo90,3,202,0.9257425742574258,0.9554455445544554,0.968421052631579,0.9336373110995311,0.8465346534653465,0.9273743016759777,0.8907957106130823
histologic_type_icdo3,8010,nested_pseudo90,4,188,0.9680851063829787,0.9893617021276596,0.9836956521739131,0.9602798334875117,0.8457446808510638,0.9266862170087976,0.9062296660100366
histologic_type_icdo3,8010,nested_pseudo90,5,182,0.9340659340659341,0.9560439560439561,0.9709302325581395,0.9398798875543061,0.8461538461538461,0.9197530864197531,0.8821869488536155
histologic_type_icdo3,8010,nested_pseudo90_nn20,1,198,0.9090909090909091,0.9646464646464646,0.9595687331536388,0.9086988483214898,0.8434343434343434,0.9337175792507204,0.8970716397641056
histologic_type_icdo3,8010,nested_pseudo90_nn20,2,193,0.9326424870466321,0.9637305699481865,0.9672131147540983,0.9290070500297289,0.844559585492228,0.9212827988338192,0.8842907414114666
